SKU,Title,Description,Stock,Price,Assets,DataSheet,Brand,Category
GV2G245,Schneider Linergy FT - Comb busbar - 63 A - 2 tap-offs - 45 mm pitch GV2G245,"TeSys GV busbar set, 3 phases, 63A/690V, for the upstream parallel wiring of groups of motor starters composed of GV2 motor circuit breakers or LS1D32 fuse carriers. For use with screw clamp terminal devices, it is composed of 2 tap-off outlets for the paralleling of 2 devices with a pitch of 45mm. The use of a terminal block GV1G09 or GV2G05 is recommended to supply the busbar sets (to be ordered separately). Green Premium compliant (RoHS/REACh).                     ",200,11.1,https://download.schneider-electric.com/files?p_Doc_Ref=ODAGV2G245&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2G245,Schneider,Relays
GV2G254,Schneider Linergy FT - Comb busbar - 63 A - 2 tap-offs - 54 mm pitch GV2G254,"TeSys GV busbar set, 3 phases, 63A/690V, for the upstream parallel wiring of groups of motor starters composed of GV2 motor circuit breakers or LS1D32 fuse carriers. For use with screw clamp terminal devices, it is composed of 2 tap-off outlets for the paralleling of 2 devices with a pitch of 54mm. The use of a terminal block GV1G09 or GV2G05 is recommended to supply the busbar sets (to be ordered separately). Green Premium compliant (RoHS/REACh).                     ",200,11.1,https://download.schneider-electric.com/files?p_Doc_Ref=ODAGV2G254&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2G254,Schneider,Relays
GV2G345,Schneider Linergy FT - Comb busbar - 63 A - 3 tap-offs - 45 mm pitch GV2G345,"TeSys GV busbar set, 3 phases, 63A/690V, for the upstream parallel wiring of groups of motor starters composed of GV2 motor circuit breakers or LS1D32 fuse carriers. For use with screw clamp terminal devices, it is composed of 3 tap-off outlets for the paralleling of 3 devices with a pitch of 45mm. The use of a terminal block GV1G09 or GV2G05 is recommended to supply the busbar sets (to be ordered separately). Green Premium compliant (RoHS/REACh).                     ",200,14.43,https://download.schneider-electric.com/files?p_Doc_Ref=PIO00001722&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2G345,Schneider,Relays
GV2G354,Schneider Linergy FT - Comb busbar - 63 A - 3 tap-offs - 54 mm pitch GV2G354,"TeSys GV busbar set, 3 phases, 63A/690V, for the upstream parallel wiring of groups of motor starters composed of GV2 motor circuit breakers or LS1D32 fuse carriers. For use with screw clamp terminal devices, it is composed of 3 tap-off outlets for the paralleling of 3 devices with a pitch of 45mm. The use of a terminal block GV1G09 or GV2G05 is recommended to supply the busbar sets (to be ordered separately). Green Premium compliant (RoHS/REACh).                     ",200,16.65,https://download.schneider-electric.com/files?p_Doc_Ref=ODAGV2G354&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2G354,Schneider,Relays
GV2G445,Schneider Linergy FT - Comb busbar - 63 A - 4 tap-offs - 45 mm pitch GV2G445,"TeSys GV busbar set, 3 phases, 63A/690V, for the upstream parallel wiring of groups of motor starters composed of GV2 motor circuit breakers or LS1D32 fuse carriers. For use with screw clamp terminal devices, it is composed of 4 tap-off outlets for the paralleling of 4 devices with a pitch of 45mm. The use of a terminal block GV1G09 or GV2G05 is recommended to supply the busbar sets (to be ordered separately). Green Premium compliant (RoHS/REACh).                     ",200,18.87,https://download.schneider-electric.com/files?p_Doc_Ref=ODAGV2G445&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2G445,Schneider,Relays
GV2G454,Schneider Linergy FT - Comb busbar - 63 A - 4 tap-offs - 54 mm pitch GV2G454,"TeSys GV busbar set, 3 phases, 63A/690V, for the upstream parallel wiring of groups of motor starters composed of GV2 motor circuit breakers or LS1D32 fuse carriers. For use with screw clamp terminal devices, it is composed of 4 tap-off outlets for the paralleling of 2 devices with a pitch of 54mm. The use of a terminal block GV1G09 or GV2G05 is recommended to supply the busbar sets (to be ordered separately). Green Premium compliant (RoHS/REACh).                     ",200,18.87,https://download.schneider-electric.com/files?p_Doc_Ref=ODAGV2G454-ter&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2G454,Schneider,Relays
GV2G472,Schneider Linergy FT - Comb busbar - 63 A - 4 tap-offs - 72 mm pitch GV2G472,"TeSys GV busbar set, 3 phases, 63A/690V, for the upstream parallel wiring of groups of motor starters composed of GV2 motor circuit breakers or LS1D32 fuse carriers. For use with screw clamp terminal devices, it is composed of 4 tap-off outlets for the paralleling of 2 devices with a pitch of 72mm. The use of a terminal block GV1G09 or GV2G05 is recommended to supply the busbar sets (to be ordered separately). Green Premium compliant (RoHS/REACh).                     ",200,19.98,https://download.schneider-electric.com/files?p_Doc_Ref=ODAGV2G472&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2G472,Schneider,Relays
GV2G554,Schneider Linergy FT - Comb busbar - 63 A - 5 tap-offs - 54 mm pitch GV2G554,"TeSys GV busbar set, 3 phases, 63A/690V, for the upstream parallel wiring of groups of motor starters composed of GV2 motor circuit breakers or LS1D32 fuse carriers. For use with screw clamp terminal devices, it is composed of 5 tap-off outlets for the paralleling of 5 devices with a pitch of 54mm. The use of a terminal block GV1G09 or GV2G05 is recommended to supply the busbar sets (to be ordered separately). Green Premium compliant (RoHS/REACh).                     ",200,24.42,https://download.schneider-electric.com/files?p_Doc_Ref=ODAGV2G554&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2G554,Schneider,Relays
GV2L07,"Schneider Motor circuit breaker, TeSys Deca, 3P, 2.5 A, magnetic, rotary handle, screw clamp terminals GV2L07","TeSys GV motor circuit breaker, 3 poles (3P), 2.5A/690V, for 3-phase motor applications 0.75kW@400V. It provides a magnetic protection with a tripping level at 13xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by rotary handle guaranteed for 100 000 cycles AC-3. To complete motor protection, use in association with a thermal overload relay LRD07 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine), Green Premium compliant (RoHS/REACh).                   ",200,79.92,https://download.schneider-electric.com/files?p_Doc_Ref=GV2L07_Image-1&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2L07,Schneider,Relays
GV2L08,"Schneider Motor circuit breaker, TeSys Deca, 3P, 4 A, magnetic, rotary handle, screw clamp terminals GV2L08","TeSys GV motor circuit breaker, 3 poles (3P), 4A/690V, for 3-phase motor applications 1.1-1.5kW@400V. It provides a magnetic protection with a tripping level at 13xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by rotary handle guaranteed for 100 000 cycles AC-3. To complete motor protection, use in association with a thermal overload relay LRD08 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine), Green Premium compliant (RoHS/REACh).                   ",200,79.92,https://download.schneider-electric.com/files?p_Doc_Ref=GV2L08_Image-1&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2L08,Schneider,Relays
GV2L10,"Schneider Motor circuit breaker, TeSys Deca, 3P, 6.3 A, magnetic, rotary handle, screw clamp terminals GV2L10","TeSys GV motor circuit breaker, 3 poles (3P), 6.3A/690V, for 3-phase motor applications 2.2kW@400V. It provides a magnetic protection with a tripping level at 13xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by rotary handle guaranteed for 100 000 cycles AC-3. To complete motor protection, use in association with a thermal overload relay LRD010 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine), Green Premium compliant (RoHS/REACh).                   ",200,83.25,https://download.schneider-electric.com/files?p_Doc_Ref=GV2L10_Image-1&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2L10,Schneider,Relays
GV2L14,"Schneider Motor circuit breaker, TeSys Deca, 3P, 10 A, magnetic, rotary handle, screw clamp terminals GV2L14","TeSys GV motor circuit breaker, 3 poles (3P), 10A/690V, for 3-phase motor applications 3-4kW@400V. It provides a magnetic protection with a tripping level at 13xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by rotary handle guaranteed for 100 000 cycles AC-3. To complete motor protection, use in association with a thermal overload relay LRD14 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine), Green Premium compliant (RoHS/REACh).                   ",200,93.24,https://download.schneider-electric.com/files?p_Doc_Ref=GV2L14_Image-1&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2L14,Schneider,Relays
GV2L22,"Schneider Motor circuit breaker, TeSys Deca, 3P, 25 A, magnetic, rotary handle, screw clamp terminals GV2L22","TeSys GV motor circuit breaker, 3 poles (3P), 25A/690V, for 3-phase motor applications 11kW@400V. It provides a magnetic protection with a tripping level at 13xIn, high breaking capacity Icu 50kA@400V. Connection by screw clamp terminals. Start-stop control by rotary handle guaranteed for 100 000 cycles AC-3. To complete motor protection, use in association with a thermal overload relay LRD22 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine), Green Premium compliant (RoHS/REACh).                   ",200,115.44,https://download.schneider-electric.com/files?p_Doc_Ref=GV2L22_Image-1&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2L22,Schneider,Relays
GV2L32,"Schneider Motor circuit breaker, TeSys Deca, 3P, 32 A, magnetic, rotary handle, screw clamp terminals GV2L32","TeSys GV motor circuit breaker, 3 poles (3P), 32A/690V, for 3-phase motor applications 15kW@400V. It provides a magnetic protection with a tripping level at 13xIn, high breaking capacity Icu 50kA@400V. Connection by screw clamp terminals. Start-stop control by rotary handle guaranteed for 100 000 cycles AC-3. To complete motor protection, use in association with a thermal overload relay LRD32 (to be ordered separately). Multi standards certified (IEC, CCC, EAC, Marine), Green Premium compliant (RoHS/REACh).                   ",200,176.49,https://download.schneider-electric.com/files?p_Doc_Ref=GV2L32_Image-1&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2L32,Schneider,Relays
GV2LE08,"Schneider Motor circuit breaker, TeSys Deca, 3P, 4 A, magnetic, toggle control, screw clamp terminals GV2LE08","TeSys GV motor circuit breaker, 3 poles (3P), 4A/690V, for 3-phase motor applications 1.1-1.5kW@400V. It provides a magnetic protection with a tripping level at 13xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by toggle guaranteed for 100 000 cycles AC-3. To complete motor protection, use in association with a thermal overload relay LRD08 (to be ordered separately). Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine), Green Premium compliant (RoHS/REACh).                   ",200,65.49,https://download.schneider-electric.com/files?p_Doc_Ref=PB111879&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2LE08,Schneider,Relays
GV2MC02,Schneider TeSys GV2 - Enclosure for TeSys GV2ME - IP55 GV2MC02,"TeSys enclosed starters, empty enclosure, for thermal magnetic circuit breakers GV2ME. Surface mounting enclosure with screw fixing, 2 knock-outs for cable glands on top and bottom, sealable cover. Polycarbonate enclosure, double insulated with protective conductor, IP55 protection. To be equipped with a motor circuit breaker GV2ME, and start-emergency stop buttons GV2K (to be ordered separately). Possible mounting of 1 side auxiliary contact blocks GVAD, GVAM, GVAD on both sides of GV2ME (to be ordered separately).  It conforms to IEC 60947-2 and IEC 60947-4-1, Green Premium compliant (RoHS/REACh).                  ",200,21.09,https://download.schneider-electric.com/files?p_Doc_Ref=GV2MC02_DA19&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2MC02,Schneider,Relays
GV2ME01,"Schneider Motor circuit breaker, TeSys Deca, 3P, 0.1-0.16 A, thermal magnetic, screw clamp terminals GV2ME01","TeSys GV motor circuit breaker, 3 poles (3P), 0.16A/690V, for 3-phase motor applications less than 0.06kW@400V. It provides a thermal-magnetic protection with a thermal setting range 0.1-0.16A, magnetic tripping at 9xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,56.61,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME01_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME01,Schneider,Relays
GV2ME02,"Schneider Motor circuit breaker, TeSys Deca, 3P, 0.16-0.25 A, thermal magnetic, screw clamp terminals GV2ME02","TeSys GV motor circuit breaker, 3 poles (3P), 0.25A/690V, for 3-phase motor applications 0.06kW@400V. It provides a thermal-magnetic protection with a thermal setting range 0.16-0.25A, magnetic tripping at 9xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,56.61,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME02_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME02,Schneider,Relays
GV2ME03,"Schneider Motor circuit breaker, TeSys Deca, 3P, 0.25-0.4 A, thermal magnetic, screw clamp terminals GV2ME03","TeSys GV motor circuit breaker, 3 poles (3P), 0.4A/690V, for 3-phase motor applications 0.09kW@400V. It provides a thermal-magnetic protection with a thermal setting range 0.25-0.4A, magnetic tripping at 13xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,56.61,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME03_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME03,Schneider,Relays
GV2ME04,"Schneider Motor circuit breaker, TeSys Deca, 3P, 0.4-0.63 A, thermal magnetic, screw clamp terminals GV2ME04","TeSys GV motor circuit breaker, 3 poles (3P), 0.63A/690V, for 3-phase motor applications 0.12-0.18kW@400V. It provides a thermal-magnetic protection with a thermal setting range 0.4-0.63A, magnetic tripping at 13xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,61.05,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME04_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME04,Schneider,Relays
GV2ME05,"Schneider Motor circuit breaker, TeSys Deca, 3P, 0.63-1 A, thermal magnetic, screw clamp terminals GV2ME05","TeSys GV motor circuit breaker, 3 poles (3P), 1A/690V, for 3-phase motor applications 0.25kW@400V. It provides a thermal-magnetic protection with a thermal setting range 0.63-1A, magnetic tripping at 13xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,66.6,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME05_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME05,Schneider,Relays
GV2ME06,"Schneider Motor circuit breaker, TeSys Deca, 3P, 1-1.6 A, thermal magnetic, screw clamp terminals GV2ME06","TeSys GV motor circuit breaker, 3 poles (3P), 1.6A/690V, for 3-phase motor applications 0.37-0.55kW@400V. It provides a thermal-magnetic protection with a thermal setting range 1-1.6A, magnetic tripping at 13xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,66.6,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME06_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME06,Schneider,Relays
GV2ME063,"Schneider Motor circuit breaker, TeSys Deca, 3P, 1-1.6 A, thermal magnetic, spring terminals GV2ME063","TeSys GV motor circuit breaker, 3 poles (3P), 1.6A/690V, for 3-phase motor applications 0.37-0.55kW@400V. It provides a thermal-magnetic protection with a thermal setting range 1-1.6A, magnetic tripping at 13xIn, high breaking capacity Icu 100kA@400V. Connection by spring terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,73.26,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME063_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME063,Schneider,Relays
GV2ME07,"Schneider Motor circuit breaker, TeSys Deca, 3P, 1.6-2.5 A, thermal magnetic, screw clamp terminals GV2ME07","TeSys GV motor circuit breaker, 3 poles (3P), 2.5A/690V, for 3-phase motor applications 0.75kW@400V. It provides a thermal-magnetic protection with a thermal setting range 1.6-2.5A, magnetic tripping at 13xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,66.6,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME07_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME07,Schneider,Relays
GV2ME08,"Schneider Motor circuit breaker, TeSys Deca, 3P, 2.5-4 A, thermal magnetic, screw clamp terminals GV2ME08","TeSys GV motor circuit breaker, 3 poles (3P), 4A/690V, for 3-phase motor applications 1.1-1.5kW@400V. It provides a thermal-magnetic protection with a thermal setting range 2.5-4A, magnetic tripping at 13xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,66.6,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME08_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME08,Schneider,Relays
GV2ME10,"Schneider Motor circuit breaker, TeSys Deca, 3P, 4-6.3 A, thermal magnetic, screw clamp terminals GV2ME10","TeSys GV motor circuit breaker, 3 poles (3P), 6.3A/690V, for 3-phase motor applications 2.2kW@400V. It provides a thermal-magnetic protection with a thermal setting range 4-6.3A, magnetic tripping at 13xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,66.6,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME10_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME10,Schneider,Relays
GV2ME14,"Schneider Motor circuit breaker, TeSys Deca, 3P, 6-10 A, thermal magnetic, screw clamp terminals GV2ME14","TeSys GV motor circuit breaker, 3 poles (3P), 10A/690V, for 3-phase motor applications 3-4kW@400V. It provides a thermal-magnetic protection with a thermal setting range 6-10A, magnetic tripping at 13xIn, high breaking capacity Icu 100kA@400V. Connection by screw clamp terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,77.7,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME14_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME14,Schneider,Relays
GV2ME16,"Schneider Motor circuit breaker, TeSys Deca, 3P, 9-14 A, thermal magnetic, screw clamp terminals GV2ME16","TeSys GV motor circuit breaker, 3 poles (3P), 14A/690V, for 3-phase motor applications 5.5kW@400V. It provides a thermal-magnetic protection with a thermal setting range 9-14A, magnetic tripping at 13xIn, high breaking capacity Icu 15kA@400V. Connection by screw clamp terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,78.81,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME16_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME16,Schneider,Relays
GV2ME163,"Schneider Motor circuit breaker, TeSys Deca, 3P, 9-14 A, thermal magnetic, spring terminals GV2ME163","TeSys GV motor circuit breaker, 3 poles (3P), 14A/690V, for 3-phase motor applications 5.5kW@400V. It provides a thermal-magnetic protection with a thermal setting range 9-14A, magnetic tripping at 13xIn, high breaking capacity Icu 15kA@400V. Connection by spring terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,85.47,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME163_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME163,Schneider,Relays
GV2ME20,"Schneider Motor circuit breaker, TeSys Deca, 3P, 13-18 A, thermal magnetic, screw clamp terminals GV2ME20","TeSys GV motor circuit breaker, 3 poles (3P), 18A/690V, for 3-phase motor applications 7.5kW@400V. It provides a thermal-magnetic protection with a thermal setting range 13-18A, magnetic tripping at 13xIn, high breaking capacity Icu 15kA@400V. Connection by screw clamp terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,78.81,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME20_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME20,Schneider,Relays
GV2ME21,"Schneider Motor circuit breaker, TeSys Deca, 3P, 17-23 A, thermal magnetic, screw clamp terminals GV2ME21","TeSys GV motor circuit breaker, 3 poles (3P), 23A/690V, for 3-phase motor applications 9kW@400V. It provides a thermal-magnetic protection with a thermal setting range 17-23A, magnetic tripping at 13xIn, high breaking capacity Icu 15kA@400V. Connection by screw clamp terminals. Start-stop control by push-button guaranteed for 100 000 cycles AC-3.  Multi standards certified (IEC, UL, CSA, CCC, EAC, Marine, ATEX), Green Premium compliant (RoHS/REACh).                   ",200,86.58,https://download.schneider-electric.com/files?p_Doc_Ref=GV2ME21_Image&p_File_Type=rendition_4000_png,https://www.se.com/uk/en/product/download-pdf/GV2ME21,Schneider,Relays
